len_title,len_brand,len_material,len_color,len_description
14,1,0,0,131
7,2,0,0,44
7,2,0,0,44
11,1,1,0,71
11,1,1,0,71
15,1,0,0,152
15,1,0,0,152
9,3,0,0,78
8,1,0,0,102
8,1,0,0,102
14,1,0,0,91
4,1,1,1,141
11,3,0,0,78
20,3,1,1,240
20,3,1,1,240
20,3,1,1,240
14,3,0,0,101
9,2,0,0,129
8,2,0,0,66
8,2,0,0,66
8,2,0,0,66
8,2,0,0,66
11,2,0,2,80
14,1,0,0,76
6,2,0,0,92
6,2,0,0,92
5,1,1,1,42
12,3,0,0,75
10,2,1,1,212
19,2,0,0,77
14,2,0,0,56
14,2,0,0,56
9,1,1,0,59
18,1,0,0,137
6,1,0,0,55
11,2,0,0,47
9,2,0,0,73
8,1,0,0,139
10,1,0,0,63
11,1,0,0,72
8,2,0,0,97
6,1,0,0,73
10,2,0,0,41
8,2,0,0,52
9,2,0,0,64
11,1,0,0,95
11,1,0,0,150
15,1,0,1,112
9,1,0,0,96
7,1,1,1,120
15,2,0,0,148
10,1,0,1,270
10,1,0,1,270
10,1,0,1,270
8,1,0,0,128
17,1,0,0,98
8,1,0,0,56
20,2,0,1,125
19,1,1,1,74
19,1,1,1,74
8,1,0,0,119
12,1,0,1,72
10,2,1,1,46
10,2,1,1,46
10,2,1,1,46
16,2,0,0,110
10,2,0,0,145
17,1,0,1,143
11,2,0,0,240
11,2,0,0,240
13,1,1,1,93
13,1,0,0,311
13,1,0,0,311
13,1,0,0,311
11,1,0,0,133
11,1,0,0,133
11,1,0,0,133
11,1,0,0,133
18,1,0,1,84
17,1,0,2,42
15,2,0,0,172
13,2,0,0,93
12,1,1,1,199
18,1,0,0,173
6,1,0,0,50
6,1,0,0,50
8,2,0,0,63
8,2,0,0,63
8,2,0,0,63
8,2,0,0,63
8,1,0,0,60
12,2,0,2,121
12,2,0,2,121
17,1,0,0,261
11,1,0,0,286
11,1,0,0,286
12,2,0,0,90
7,1,0,0,109
6,3,0,0,42
10,1,0,2,68
16,2,0,0,126
16,2,0,0,126
16,2,0,0,126
16,2,0,0,126
16,2,0,0,126
16,2,0,0,126
10,2,1,1,62
7,1,0,0,126
17,1,0,0,143
19,1,0,0,182
19,1,0,0,182
17,2,0,0,186
12,3,0,0,53
11,2,0,0,85
5,2,0,0,65
5,2,0,0,65
10,1,0,0,52
4,1,0,0,76
7,1,1,1,57
7,1,1,1,57
15,3,1,0,113
15,3,1,0,113
15,1,0,0,71
11,3,1,1,57
9,1,1,1,49
8,2,0,0,57
8,1,1,0,66
8,1,1,0,66
8,1,1,0,66
21,2,0,0,82
12,1,0,0,230
14,1,0,0,109
6,1,1,1,95
6,1,1,1,95
12,2,0,0,65
10,1,0,0,182
8,1,0,0,68
8,2,1,1,94
7,2,0,0,50
11,1,0,0,66
17,1,0,0,177
17,1,0,0,177
17,1,0,0,177
16,1,1,0,93
16,1,1,0,93
14,2,2,1,148
5,1,0,0,48
5,1,0,0,116
9,3,0,0,67
11,2,1,1,89
16,3,0,0,81
11,2,0,0,153
8,2,0,0,160
8,2,0,0,160
13,4,0,1,123
13,4,0,1,123
7,1,0,0,140
12,2,1,1,42
12,2,1,1,42
7,1,1,0,57
7,1,1,0,57
5,1,0,0,72
7,2,1,2,63
7,2,1,2,63
8,1,0,0,98
8,1,0,0,55
11,3,0,0,50
14,1,1,1,202
9,1,0,1,178
7,2,0,0,36
8,2,0,0,61
13,2,1,1,38
15,3,0,0,319
15,3,0,0,319
15,3,0,0,319
6,2,0,0,53
16,2,1,1,83
17,1,0,0,96
17,1,0,0,96
11,1,0,1,206
11,1,0,1,206
11,1,0,1,206
18,1,1,1,114
6,2,0,0,52
15,2,0,0,74
10,1,1,0,48
10,1,1,0,48
12,3,1,1,38
12,3,1,1,38
12,3,1,1,38
12,3,1,1,38
17,1,0,0,93
14,2,0,0,105
14,2,0,0,105
14,2,0,0,105
14,2,0,0,105
8,1,1,0,188
8,1,1,0,188
13,2,0,0,148
11,1,0,0,63
11,1,0,0,63
8,1,0,0,71
9,1,0,0,175
13,2,0,0,124
13,2,0,0,124
13,2,0,0,124
10,2,0,0,36
10,1,0,0,102
14,1,1,1,97
14,1,1,1,97
14,1,1,1,97
7,2,1,0,63
14,2,0,0,73
19,1,0,0,56
19,1,0,0,56
17,2,0,1,118
17,2,0,1,118
17,2,0,1,118
17,2,0,1,118
9,1,0,0,119
9,2,3,0,43
9,2,3,0,43
9,1,1,1,145
9,1,1,1,145
9,1,1,1,145
9,1,1,1,145
9,1,1,1,145
8,1,0,0,103
8,1,0,0,103
13,2,0,0,53
11,2,0,0,63
9,2,0,0,119
8,1,0,1,53
10,1,0,0,172
10,1,0,0,172
10,1,0,0,172
10,1,0,0,172
13,2,0,0,50
17,1,1,1,95
10,1,0,0,76
10,1,0,0,76
10,1,0,0,76
10,1,0,0,76
8,2,1,1,59
8,2,1,1,59
9,4,0,0,123
5,1,0,0,62
7,1,0,0,146
10,1,0,1,135
10,1,0,1,135
8,1,0,1,58
13,2,1,1,198
6,1,0,0,36
6,1,0,0,36
15,3,0,0,86
17,2,1,1,61
17,2,1,1,61
17,2,1,1,61
13,1,0,0,218
13,3,0,1,46
13,2,1,2,47
13,1,1,1,100
12,6,0,2,47
12,6,0,2,47
12,6,0,2,47
12,6,0,2,47
15,2,0,0,76
15,2,0,2,223
15,2,0,2,223
7,2,0,1,72
18,1,0,0,67
19,1,0,0,67
20,3,0,0,203
11,2,0,1,190
13,3,1,1,87
16,1,0,0,109
16,1,0,0,109
15,3,0,1,149
7,1,1,1,182
7,1,1,1,182
12,2,0,0,44
10,1,0,0,63
10,1,0,0,63
11,2,0,1,48
11,2,0,1,48
5,1,0,0,100
13,1,0,0,78
15,1,0,0,111
9,1,0,0,99
15,1,0,0,56
11,1,2,0,76
11,1,2,0,76
9,1,0,0,154
6,1,0,1,94
6,1,0,0,41
6,1,0,0,41
10,3,1,3,81
10,3,1,3,81
8,2,1,2,148
8,2,1,1,148
10,4,0,0,151
17,2,0,0,186
9,1,0,0,33
15,1,0,0,161
8,3,0,0,115
10,1,0,1,170
10,1,0,1,170
12,1,1,1,120
14,2,0,0,56
14,2,0,0,56
9,1,1,1,59
5,1,0,0,84
24,1,1,1,162
24,1,1,1,162
24,1,1,1,162
15,2,0,0,116
6,2,0,0,42
10,1,0,0,123
7,1,0,0,110
6,1,0,1,65
6,1,0,0,105
7,1,0,0,73
9,2,0,0,42
6,1,2,0,55
6,1,2,0,55
14,2,1,1,112
14,2,1,1,112
14,2,1,1,112
7,1,1,1,77
7,1,1,1,77
6,1,0,0,84
6,1,0,0,84
6,1,0,0,84
11,1,0,0,140
6,1,0,0,120
10,2,0,1,47
7,2,0,1,32
7,2,0,1,32
7,2,0,1,32
11,1,1,0,90
11,1,1,0,90
11,1,1,0,90
6,1,0,0,57
13,1,1,2,152
13,1,1,2,152
12,2,0,0,51
14,2,0,1,116
8,1,0,0,77
12,1,1,0,197
12,1,1,0,197
4,1,0,0,109
4,1,0,0,109
16,1,2,1,155
16,1,2,1,155
7,1,0,0,52
16,1,1,1,99
6,1,0,0,39
5,1,1,0,52
10,1,0,0,99
10,1,0,0,99
10,1,1,0,90
16,2,0,0,69
16,2,0,0,54
19,1,0,0,95
12,1,0,1,152
12,1,0,1,152
12,1,0,1,152
12,1,0,1,152
12,1,0,1,152
12,1,0,1,152
12,1,0,1,152
16,1,1,1,66
16,1,1,1,66
16,1,0,0,159
8,1,0,0,54
6,1,0,0,43
16,2,0,2,205
16,2,0,2,205
8,1,1,1,91
8,2,0,0,52
11,1,4,1,143
11,1,0,1,62
5,1,0,0,55
12,3,2,1,82
17,2,1,1,204
10,2,0,0,102
21,1,1,0,67
8,1,0,0,54
14,1,0,0,143
12,1,0,0,216
19,2,0,0,83
6,2,1,0,59
12,2,0,3,89
12,2,0,3,89
16,1,0,0,87
7,1,0,1,92
7,1,0,1,92
7,1,0,1,92
7,1,0,1,92
9,1,1,0,70
5,1,0,0,116
11,2,0,0,76
11,1,0,0,180
15,2,0,0,180
8,2,0,0,72
10,1,0,0,85
12,1,1,1,130
12,1,1,1,130
12,1,1,1,130
10,1,0,1,151
10,1,0,1,151
10,1,0,1,151
10,1,0,1,151
10,2,0,0,101
10,2,0,0,101
10,2,0,0,101
6,2,0,0,86
6,2,0,0,86
6,2,0,0,86
10,2,0,0,90
6,1,1,0,49
18,2,0,0,123
11,2,0,1,77
8,1,0,1,43
14,1,0,2,97
14,1,0,2,97
14,1,0,2,97
14,1,0,2,97
7,2,0,0,58
15,1,0,0,178
15,1,0,0,178
12,1,1,1,66
12,1,1,1,66
7,1,0,0,59
13,1,0,0,218
13,1,0,0,218
17,2,1,1,145
8,1,0,0,210
14,3,0,0,108
3,3,1,0,47
3,3,1,0,47
3,3,1,0,47
3,3,1,0,47
3,3,1,0,47
5,1,1,0,49
11,1,0,0,114
8,1,0,0,68
9,2,0,0,92
12,1,0,0,47
8,2,0,0,172
11,1,0,1,93
11,1,0,1,93
15,3,0,0,61
11,2,0,0,55
12,2,0,0,60
12,2,0,0,60
12,2,0,0,60
12,2,0,0,60
9,2,1,1,123
9,2,1,1,123
12,1,1,1,69
17,1,0,0,105
10,1,2,0,55
10,1,2,0,55
15,2,1,0,56
15,2,1,0,56
7,1,1,1,43
7,1,1,1,43
7,1,1,1,43
12,3,0,0,108
17,1,0,0,156
17,1,0,0,156
17,1,0,0,156
17,1,0,0,156
17,1,0,0,156
9,1,0,0,42
27,2,0,0,167
18,2,0,0,136
12,1,0,0,44
8,1,0,0,126
25,2,0,0,135
5,1,0,0,151
12,1,0,0,44
17,2,0,0,101
9,3,0,1,132
10,2,1,0,112
9,1,0,0,60
8,1,0,0,59
11,1,0,0,168
7,1,1,1,159
10,1,0,0,75
10,1,0,0,75
14,1,0,0,83
6,3,0,0,25
17,2,0,0,191
17,2,0,0,191
11,1,0,0,108
5,2,0,0,67
5,2,0,0,67
5,2,0,0,67
9,1,0,0,94
8,1,1,1,63
9,1,0,0,297
7,1,0,0,78
17,3,0,1,180
14,1,0,0,96
11,1,0,0,80
13,1,0,0,149
13,1,0,0,149
10,2,0,0,48
6,1,0,0,182
6,1,0,0,182
9,4,0,0,143
21,1,0,0,188
21,1,0,0,188
21,1,0,0,188
10,1,0,0,63
11,3,1,1,82
11,3,1,1,82
11,3,1,1,82
12,1,0,0,118
7,1,0,0,47
10,2,0,0,81
14,2,1,1,135
14,2,1,1,135
14,2,1,1,135
5,2,0,0,123
11,1,0,1,128
9,2,0,1,87
9,2,0,1,87
9,2,0,1,87
18,2,0,1,126
18,2,0,1,126
18,2,0,1,126
12,1,0,0,349
10,2,1,0,134
5,1,0,0,53
11,1,0,0,81
9,1,0,0,68
12,1,0,0,142
12,1,0,0,142
6,1,1,1,91
6,1,1,1,91
7,1,1,1,90
4,1,0,0,63
14,2,0,0,46
11,1,1,1,67
9,2,0,0,95
13,2,0,0,56
13,2,0,0,56
11,1,0,0,114
5,1,0,0,77
14,2,0,1,147
10,1,0,2,107
14,1,0,0,58
8,2,2,0,45
13,1,1,1,79
13,1,1,1,79
21,1,1,1,133
21,1,1,1,133
21,1,1,1,133
9,2,0,0,87
10,1,0,0,67
10,1,0,0,67
10,1,0,0,67
10,1,0,0,67
8,1,0,0,80
10,2,0,0,90
13,1,0,0,48
6,1,0,0,389
6,1,0,0,389
7,1,0,1,179
7,1,0,1,179
13,2,0,0,123
13,2,0,0,123
17,2,0,2,253
17,2,0,2,253
9,2,0,1,74
9,2,0,1,74
9,2,0,1,74
9,2,0,1,74
10,2,0,1,32
10,2,0,1,32
11,1,0,1,107
15,1,0,1,207
11,1,1,1,73
14,1,0,0,566
18,1,0,0,140
12,2,1,1,49
12,2,1,1,49
8,1,0,0,53
14,1,1,1,177
14,1,1,1,177
14,1,0,0,97
10,1,1,1,57
15,2,0,0,106
16,1,0,0,183
15,1,0,1,206
15,1,0,1,206
4,1,0,0,41
4,1,0,0,41
22,2,0,0,37
22,2,0,0,37
16,2,0,0,60
10,2,0,0,61
6,1,0,0,111
6,1,0,0,111
6,1,0,0,111
6,1,0,0,111
12,1,0,0,54
10,3,0,0,151
10,3,0,0,151
12,2,0,0,74
6,2,1,0,38
11,1,1,0,50
13,2,0,0,81
15,1,0,0,166
15,1,0,0,166
15,1,0,0,166
15,1,0,2,113
8,1,0,0,74
14,1,0,0,44
14,1,0,0,44
16,3,0,0,103
7,2,1,1,60
11,1,0,0,160
17,1,1,1,55
17,1,1,1,55
17,1,1,1,55
17,1,1,1,55
15,1,0,2,190
12,1,0,0,78
19,2,1,0,87
19,2,1,0,87
19,2,1,0,87
19,2,1,0,87
19,2,1,0,87
15,1,0,1,73
15,2,0,0,116
8,2,0,0,87
14,1,0,0,41
10,3,0,0,81
10,1,0,0,67
8,1,0,0,97
10,1,0,0,82
18,3,1,1,71
13,3,0,0,44
8,1,0,0,32
17,3,0,0,106
17,3,0,0,106
17,3,0,0,106
17,3,0,0,106
7,1,0,0,74
7,1,0,0,74
12,1,0,0,126
15,3,1,0,98
15,3,1,0,98
15,3,1,0,98
9,1,1,2,96
14,3,0,0,89
14,2,0,0,152
13,1,0,0,286
13,1,0,0,286
13,1,0,0,286
13,1,0,0,286
13,1,0,0,286
12,1,0,0,42
16,1,1,2,76
10,1,0,0,253
10,1,0,0,253
16,2,1,1,237
19,1,1,1,127
15,2,0,0,129
7,1,0,0,41
14,1,1,1,74
14,1,1,1,74
14,1,1,1,74
18,2,0,0,204
9,2,0,0,88
9,2,0,0,88
9,2,0,0,88
10,1,0,0,116
13,1,1,1,73
17,1,1,0,145
11,1,0,0,105
10,3,0,1,124
11,1,0,0,53
14,2,1,1,135
14,2,1,1,135
8,1,1,0,108
10,2,0,0,86
19,1,1,0,109
7,1,0,0,110
8,1,0,0,76
8,1,0,0,76
8,1,0,0,76
8,1,0,0,76
8,1,1,1,101
21,1,0,1,180
21,1,0,1,180
12,2,0,0,77
14,2,0,0,70
15,1,0,0,99
16,1,0,0,47
16,1,0,0,47
8,1,4,0,120
13,3,1,1,80
13,3,1,1,80
7,1,0,0,53
9,2,0,0,24
11,1,0,0,85
17,2,0,0,76
17,2,0,0,76
8,2,0,0,49
12,3,0,1,44
12,3,0,1,44
22,1,1,0,184
12,3,0,0,39
17,2,0,0,96
6,1,0,0,43
6,1,0,0,43
17,2,0,0,306
8,1,1,1,202
8,1,1,1,202
8,1,0,1,147
8,1,0,1,147
11,1,0,1,75
11,1,0,1,75
11,1,0,1,75
8,1,0,0,208
9,1,0,0,75
9,1,0,0,75
8,1,2,0,51
11,1,0,0,115
7,2,1,0,135
16,2,0,0,209
16,2,0,0,209
16,2,0,0,209
10,2,0,0,47
15,1,0,0,171
15,1,0,0,171
7,1,0,0,59
10,1,0,0,87
12,1,0,0,274
10,1,1,1,71
10,1,1,1,71
11,1,0,0,69
11,2,0,0,70
7,2,0,0,40
6,1,0,0,74
9,1,2,0,73
12,2,0,1,58
12,2,0,1,58
10,2,0,0,83
14,2,0,0,50
13,3,0,1,57
14,2,1,1,76
14,2,1,1,76
14,2,1,1,76
10,2,0,0,38
9,2,1,0,33
19,3,0,0,188
23,1,1,1,132
23,1,1,1,132
23,1,1,1,132
10,2,0,0,61
13,2,0,0,124
14,1,0,1,320
7,1,0,1,50
7,1,0,1,50
7,1,0,1,50
11,1,2,1,41
11,1,2,1,41
7,1,0,0,199
11,1,0,1,88
11,1,0,1,88
11,1,0,1,88
10,1,0,1,95
10,1,0,1,95
10,1,0,1,95
8,1,0,0,60
11,1,0,0,80
11,1,2,0,73
11,1,2,0,73
16,1,0,0,40
16,1,0,0,40
10,1,4,1,81
10,1,4,1,81
10,1,4,1,81
12,2,1,1,80
14,2,0,0,150
10,1,0,0,149
13,2,1,1,65
13,2,1,1,65
13,2,1,1,65
13,2,1,1,65
13,2,1,1,65
13,2,1,1,65
15,1,0,0,127
7,1,2,1,38
7,1,2,1,38
18,1,1,1,96
15,1,0,0,85
21,2,0,0,41
21,2,0,0,41
18,1,0,0,297
18,1,0,0,297
18,1,0,0,297
8,2,0,1,91
10,2,0,0,43
9,2,0,0,60
12,1,1,3,58
5,1,0,0,511
11,1,0,0,56
11,1,0,0,56
10,1,1,1,71
6,1,0,0,45
10,2,0,0,77
10,2,0,0,77
12,1,0,0,114
12,1,0,0,114
10,1,0,0,90
19,1,1,0,153
19,1,1,0,153
11,1,1,0,102
7,2,1,1,110
7,2,1,1,110
7,2,1,1,110
10,1,0,0,129
10,1,0,0,129
10,1,0,0,129
13,3,0,0,39
6,1,0,0,71
15,1,0,0,80
9,1,1,2,98
9,1,1,1,98
9,1,1,2,98
9,1,1,1,98
16,1,0,0,147
16,1,0,0,147
16,1,0,0,147
16,1,0,0,147
12,2,0,0,66
18,1,0,0,88
5,1,0,0,35
8,1,0,0,24
12,2,0,0,71
12,2,0,0,71
7,1,0,0,79
7,1,0,0,79
12,2,0,1,91
8,2,2,1,65
8,2,2,1,65
8,2,2,1,65
8,2,2,1,65
8,2,2,1,65
15,3,1,0,53
7,1,0,1,116
10,1,0,1,55
13,1,0,2,270
17,1,0,0,231
17,1,0,0,231
17,1,0,0,231
17,1,0,0,231
10,1,1,1,58
18,1,0,0,61
8,2,2,0,85
8,2,2,0,85
8,2,2,0,85
15,2,0,0,136
8,1,0,0,66
8,1,0,0,66
9,2,0,0,174
11,2,0,0,82
14,2,0,0,211
10,1,0,1,109
10,1,0,1,109
9,2,0,0,104
8,1,1,0,41
8,1,1,0,41
12,1,0,0,160
12,1,0,0,160
12,1,0,0,160
12,1,0,0,160
12,1,0,0,160
12,1,0,0,160
12,1,0,0,160
16,1,1,1,66
16,1,1,1,66
10,3,0,0,55
8,1,1,0,68
6,2,0,0,389
5,1,0,0,45
5,1,0,0,45
6,2,0,0,95
7,2,1,0,29
7,2,1,0,29
14,3,0,1,45
12,2,0,0,70
14,1,0,0,175
12,3,0,0,135
14,1,0,0,49
14,1,0,0,49
19,2,1,0,95
19,2,1,0,95
6,1,0,1,188
9,2,0,0,75
15,1,1,1,60
15,1,1,1,60
15,1,0,1,404
14,2,0,0,120
14,2,0,0,120
14,2,0,0,120
14,2,0,0,120
8,1,0,0,95
4,1,0,0,108
13,3,1,0,92
16,2,0,0,159
16,2,0,0,159
14,3,0,0,103
24,1,1,1,184
24,1,1,1,184
11,2,0,0,97
11,3,0,0,70
11,3,0,0,70
11,3,1,2,133
11,3,1,2,133
12,2,0,0,52
11,1,0,0,95
8,1,0,0,68
8,1,0,0,68
8,1,0,0,68
10,2,0,0,109
13,3,1,1,35
12,1,0,0,55
17,3,0,0,191
17,3,0,0,191
8,1,0,0,85
12,2,0,0,73
12,2,0,0,73
12,2,0,0,73
14,2,0,0,156
20,1,0,0,429
20,1,0,0,429
8,3,1,1,45
15,2,10,0,102
15,2,10,0,102
15,2,10,0,102
10,1,1,0,42
10,1,1,0,42
10,1,1,0,42
12,2,0,0,50
16,1,0,0,80
16,1,0,0,80
16,1,0,0,80
10,3,0,0,66
12,3,0,0,55
5,1,0,0,78
12,1,1,1,56
12,1,1,1,56
12,1,1,1,56
9,2,0,0,97
17,1,0,0,150
7,1,0,0,91
10,1,0,0,42
7,2,0,0,51
5,1,0,0,51
11,2,0,0,68
10,2,0,0,181
11,3,0,0,182
9,2,0,0,77
16,2,0,0,182
7,1,0,0,84
7,1,0,0,84
7,1,0,0,84
8,1,0,0,143
6,1,0,1,50
6,1,0,1,50
9,1,0,0,122
10,2,0,2,74
10,2,0,2,74
8,1,0,0,61
8,1,0,0,61
8,1,0,0,61
8,1,0,0,61
8,1,0,0,61
8,1,0,0,61
12,2,1,0,93
12,2,1,0,93
12,2,1,0,93
12,2,1,0,93
12,2,1,0,93
12,1,0,1,149
17,2,0,0,156
12,2,1,1,119
12,2,1,1,119
12,2,1,1,119
10,1,0,0,196
10,1,0,0,196
12,2,0,0,67
9,2,0,0,52
9,2,0,0,52
10,1,0,0,148
10,2,0,0,66
17,1,0,0,135
10,2,0,1,64
8,1,0,0,45
8,2,0,0,60
8,2,0,0,60
9,1,0,1,57
10,1,0,0,87
10,1,0,0,87
17,1,0,1,174
17,1,0,1,174
13,1,0,0,97
7,1,0,0,52
14,1,0,0,179
14,1,0,0,179
21,1,0,0,116
14,1,0,0,354
14,1,0,0,354
14,1,0,0,354
16,1,0,0,85
13,2,0,0,58
13,2,2,1,83
15,2,1,0,123
15,2,1,0,123
11,1,0,0,120
11,1,0,0,120
11,2,0,0,45
9,3,0,0,112
15,1,0,0,119
9,1,0,0,78
9,1,0,0,78
11,1,0,0,190
15,1,0,0,243
14,1,1,1,162
14,1,1,1,162
9,2,1,0,59
9,2,1,0,59
9,2,1,0,59
15,1,0,1,223
15,1,0,1,223
15,1,0,1,223
15,1,0,1,223
11,1,0,1,115
11,1,0,1,115
11,1,0,1,115
5,1,1,1,68
5,1,1,1,68
5,1,1,1,68
11,2,0,0,80
11,2,0,0,80
11,1,0,0,89
7,1,0,1,160
7,1,0,1,160
7,1,0,1,160
7,1,0,1,160
7,1,0,1,160
7,1,0,1,160
15,1,0,0,225
6,1,1,1,33
6,1,1,1,33
11,1,0,0,108
11,1,0,0,108
11,1,0,0,108
14,1,0,0,51
8,1,1,1,105
5,1,0,0,154
5,1,0,0,154
11,1,1,0,114
11,1,1,0,114
11,1,1,0,114
9,3,0,0,106
9,3,0,0,106
9,3,0,0,106
9,3,0,0,106
9,3,0,0,106
9,3,0,0,106
9,3,0,0,106
8,2,0,0,46
12,1,1,0,129
12,1,1,0,129
12,1,1,0,129
12,1,1,0,129
12,1,1,0,129
9,4,0,2,132
15,2,1,1,114
10,2,1,1,197
10,2,1,1,197
14,1,0,0,162
9,1,0,0,69
8,2,0,0,53
6,1,0,0,53
9,2,0,0,47
10,2,0,0,57
7,1,0,0,121
7,1,0,0,121
11,2,0,0,195
5,1,1,1,59
5,1,1,1,59
5,1,1,1,59
14,1,1,1,105
14,1,1,1,105
9,2,0,0,84
9,2,0,0,84
14,3,0,0,116
14,3,0,0,116
13,2,0,0,48
8,2,0,0,200
19,1,0,0,44
8,1,4,1,158
8,1,4,1,158
14,3,0,0,73
13,1,0,0,168
13,1,0,0,168
13,1,0,0,168
9,1,0,1,132
9,1,0,1,132
9,1,0,1,132
12,1,1,1,80
12,1,1,1,80
12,1,0,0,50
8,3,0,0,65
16,1,0,0,57
13,2,0,0,88
11,1,0,0,73
10,1,0,0,66
11,1,0,0,68
11,1,0,0,68
15,2,0,2,173
27,2,0,1,172
27,2,0,1,172
12,2,0,0,48
12,2,0,0,48
12,2,0,0,48
9,3,0,0,43
7,1,0,1,144
7,1,0,1,144
7,1,0,1,144
15,3,0,0,127
15,3,0,0,127
15,3,0,0,127
13,1,2,1,70
13,1,2,1,70
14,1,0,0,139
6,2,0,0,82
6,2,0,0,82
6,2,0,0,82
6,2,0,0,82
6,2,0,0,82
15,1,0,0,150
6,1,2,0,70
13,1,0,0,126
11,2,0,2,105
11,2,0,2,105
15,3,1,0,98
15,3,1,0,98
15,3,1,0,98
15,3,1,0,98
15,3,1,0,98
9,2,0,0,131
11,2,2,0,84
11,1,0,0,225
6,1,1,0,55
12,1,0,0,73
12,1,0,0,73
12,1,0,0,73
16,2,0,0,217
6,1,0,0,75
6,1,0,0,75
11,1,0,0,176
9,1,0,0,70
9,1,0,0,70
9,1,0,0,70
4,1,1,0,39
10,1,0,1,96
10,1,0,0,68
9,2,0,0,86
15,3,0,0,79
24,2,0,1,195
24,2,0,1,195
24,2,0,1,195
14,2,0,0,146
11,1,1,1,88
11,1,1,1,88
16,3,1,0,161
13,1,0,0,43
9,1,0,0,79
9,1,0,0,79
13,2,0,0,164
13,2,0,0,164
9,1,0,0,61
11,2,0,0,139
11,2,0,0,211
11,2,0,0,211
11,3,1,1,67
11,3,1,1,67
11,3,1,1,67
11,3,1,1,67
10,3,1,1,76
10,3,1,1,76
13,1,0,0,45
5,2,0,0,72
15,1,0,0,64
14,4,0,2,106
14,4,0,2,106
13,2,1,0,85
13,2,1,0,85
13,2,1,0,85
13,2,1,0,85
13,2,1,0,85
10,2,1,1,55
13,2,0,1,130
13,2,0,1,130
17,3,0,0,110
11,3,0,0,47
8,2,0,0,86
12,1,0,2,96
12,2,0,0,172
9,1,0,0,115
17,3,1,1,169
17,3,1,1,169
17,3,1,1,169
17,3,1,1,169
17,3,1,1,169
8,1,1,0,58
8,1,1,0,58
8,1,1,0,58
8,1,0,0,77
12,1,0,0,59
15,3,0,0,99
18,1,0,0,44
14,2,0,0,119
15,1,0,0,79
15,2,0,3,89
15,2,0,3,89
13,1,0,1,443
13,1,0,1,443
7,1,0,0,26
9,2,0,0,119
12,1,0,0,176
12,1,0,0,176
15,1,1,2,130
15,1,1,2,130
15,1,1,2,130
15,1,1,2,130
9,2,0,0,92
10,1,0,0,301
13,2,0,0,58
12,1,0,0,69
11,1,1,0,89
11,1,1,0,89
17,2,0,0,121
13,1,1,1,109
10,3,7,0,132
26,3,0,2,128
26,3,0,1,128
11,3,0,0,112
8,2,0,0,67
7,1,0,0,49
7,1,0,0,49
8,2,0,0,102
7,1,0,0,119
20,1,0,0,76
20,1,0,0,76
20,1,0,0,76
6,2,0,0,114
12,1,0,0,200
11,2,0,0,68
11,2,0,0,68
12,1,0,0,95
9,1,0,0,34
11,2,0,0,66
11,1,0,0,47
18,3,0,0,244
18,3,0,0,244
7,1,0,0,63
11,2,0,0,106
5,1,0,1,41
8,1,0,0,66
9,1,0,0,94
14,1,0,0,74
5,1,0,0,58
5,1,0,0,58
5,1,0,0,58
9,1,1,0,73
9,1,1,0,73
9,1,1,0,73
15,1,0,0,69
7,1,0,0,96
11,1,0,0,55
7,1,1,1,74
7,1,1,1,74
7,1,1,1,74
12,1,0,0,358
12,1,0,0,70
7,2,1,0,143
7,2,1,0,143
7,1,0,1,71
16,1,0,0,52
10,1,0,0,42
7,1,0,0,130
7,1,0,0,130
15,1,0,0,132
13,2,0,0,61
9,1,0,0,136
12,2,0,0,125
12,2,0,0,125
5,1,0,0,52
12,2,0,0,70
13,2,1,1,94
13,2,1,1,94
7,3,0,0,43
8,1,0,0,123
8,1,0,0,123
8,1,0,0,123
9,1,1,1,51
9,3,0,1,80
9,3,0,1,80
15,2,0,0,128
13,3,1,0,89
10,2,0,1,66
10,2,0,1,66
10,2,0,1,66
10,2,0,1,66
12,3,0,0,44
16,1,0,0,67
13,2,0,0,150
7,1,0,0,70
20,1,1,2,155
20,1,1,2,155
20,1,1,2,155
20,1,1,2,155
20,1,1,2,155
8,2,0,1,54
14,1,0,0,113
14,1,0,0,113
11,1,1,0,56
11,1,1,0,56
7,1,1,0,70
9,1,0,0,101
17,2,0,0,144
17,2,0,0,144
11,3,0,0,85
5,1,0,0,83
6,1,0,0,89
9,1,0,0,131
4,1,0,0,45
4,1,0,0,45
13,1,0,0,104
13,1,0,0,104
25,1,1,0,185
25,1,1,0,185
25,1,1,0,185
9,1,0,0,91
6,1,0,0,188
6,1,0,1,152
6,1,0,1,152
7,2,1,1,43
7,2,1,1,43
6,1,0,0,40
12,1,0,0,112
25,2,1,1,169
25,2,1,1,169
17,3,0,0,111
17,3,0,0,111
17,1,0,0,142
17,1,0,0,142
13,1,0,0,245
13,1,0,0,292
13,1,0,0,292
13,2,0,0,92
9,1,0,0,53
8,1,1,0,171
8,1,1,0,171
15,2,0,0,125
15,2,0,0,125
15,2,0,0,125
15,2,0,0,125
21,1,0,0,305
21,1,0,0,305
14,1,0,0,225
15,1,0,0,90
15,1,0,0,90
9,1,0,0,47
7,1,0,0,76
7,1,0,0,76
7,1,0,0,76
7,1,0,0,76
7,1,0,0,76
16,1,1,1,87
16,1,1,1,87
8,1,0,0,54
10,1,0,0,232
6,1,0,0,42
5,1,0,0,220
